order_id,uid,remaining,last_study,idle,is_frozen,tag,reason,month
758988894861574,3303166107,2,2026-07-28 08:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
731340094789894,3303237530,7,2026-07-29 20:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
724318595436802,3303243381,10,2026-07-26 21:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
728011693125896,3303250407,12,2026-07-29 21:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
721269366950146,3303293496,3,2026-07-29 18:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
718950374742274,3303300478,12,2026-07-26 21:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
749272846975234,3303366087,13,2026-07-28 20:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
719591573766402,3303420987,9,2026-07-29 21:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
722880771688704,3303431499,9,2026-07-26 09:30:00,5.0,0,Normal,"1-14, idle<=90",2026-08
720402090033412,3303469219,8,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
720201795350784,3303472230,12,2026-07-25 21:30:00,6.0,0,Normal,"1-14, idle<=90",2026-08
749033277090056,3303488588,12,2026-07-28 17:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
724082019674372,3303615507,9,2026-07-24 22:00:00,7.0,0,Normal,"1-14, idle<=90",2026-08
746065692365064,3303625189,8,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
720373923813634,3303660916,13,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
720723173968130,3303850844,5,2026-07-28 18:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
732238455726342,3303874292,7,2026-07-29 19:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
720932660949252,3303888776,8,2026-07-27 22:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
723947070128386,3303889345,12,2026-07-28 18:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
727132564564226,3303889479,14,2026-07-29 18:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
750982242984198,3303926001,14,2026-07-29 20:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
721274002944260,3304014230,2,2026-07-29 09:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
724475968141572,3304024156,12,2026-07-23 16:00:00,8.0,0,Normal,"1-14, idle<=90",2026-08
